fecha_publicacion,termino,vistas,text,idioma,polaridad,num_palabras
2024-08-08,lo_malo_de_iphone,14,ok rarísimo pasar iphone conectado luz carga ver ah vean acabar poner él cargar carga ver falso contacto cable dudo cargador normal usar cargar dispositivo vean conectar conectar cosa software,es,0,30
2023-10-22,lo_malo_de_mexico,15,méxico país mierda empecemos base mexicano rosa inferior pasar méxico resolver mexicano parecer odiar plata pedíamos taxi pedir barropa entrada casa odiar boludo odiar boludo odiar tratar boludo ser mejor huésped mundo meter pileta mañana rompí aire condición vis كان plazo enoqué hacer tertulia tipo agarrar aire gimnasio funcionar rompí arranqué ramar dejar pesa tirado piso negro cabello negro caer 40 pesa boludo venir barra ropa mujer limpía horto tener contestar uber pedir taxi pacer taxi hijo taxi boludo decir 150 pesos decir 270 caer cartera bucci 300 pesos decir ah aumentar verga ejemplo ír comer lugar pedir 5 entraña decíamos 5 arrachera 2 término medio 3 término 3 plancha pegar traer boludo méxico verga gente problema gente funcionar gente literalmente 10 cuadra casa matar justir cuenta trenarco cortar yo pelo pido ah acabar comer par hora matar chavón querer ciudad tranquilo saber comer matar chavón 7-11 charco sangre enorme acordado boludo 7-11 50 metro casa 7-11 charco sangre gigante boludo adentro 7-11 ejgelito weh chingada boludo,es,0,167
2025-01-21,crítica_de,3753,deporte general desgarrador mar jackson 12 mes decir él cuaja empleo arma empleo pecho frío necesario equipo nivel corek considerar considerar considerar corek élite equipo necesite 100% minuto 29 red cuarto cuarto búfaloc ambiente hostil ndpl tipo pierra pase espectacular lanzar recorrer campo completo anotar touchdown humanamente instante presión altísima ojo mundo ndpl ver responder categoría caracterizar jerarquía mar jackson marc andrews solito tyrant confianza mejor tyrant década ndpl solito destruir sueño corek lastimo año 12 mes chingijo traer dejaste partido cerrar empleo empleo quedar corto vámono season vámono primavera vámono entrenar esperar oportunidad año,es,0,95
2022-05-06,lo_malo_de_ipn,208,caso nado poli estabas comentar acerca lamentablemente hecho trágico podriar hablar acerca lamentablemente comentar vivir politécnico autoridad tomar importancia acoso institución mujer hombre deber tomar límite callar persona dar él seguimiento caso tomar ligero comportamiento caso politécnico ver caso muerte recordar chui autoridad tener autoridad pn favor poner atención poner cepila aparte meter tema crítico social valer vergo totalmente autoridad gente educación llegar tipo barbaridad autoridad persiguiendote hagar tomar tomar conciencia perdón banda ingresar poli dijistir pedo banda llegar cometer infracción tipo alzar voz callar él dejémono mamada marcha famoso autoridad escuchar mensaje requerir hacer conciencia acto aparte cuestión poli técnico poli técnico corrupción,es,0,104
2024-12-03,lo_malo_de_ipn,7320,sabía escuela vpn hadan historia inquietante parecer sacada película escuela superior físico-matemático estudiante doctorado crear máquina tiempo experimento invitar compañera probar él salir terriblemente máquina electrocutar perder vida desesperado decidir probar él diego desenlace fatal cima escapotzalco escuela ir pionera méxico ofrecer carrera ingeniería nuclear cambiar tratado internacional rubir país investigar armamento nuclear 100 año antiguo aluerca servir práctica soldadora submarino desuso trágico accidente estudiante hebrio saltar dar él vacío encontrar ufixa quedar atrás leyenda rumoer instalación turn secreto conectar delegación isacalco vocación asegurar hipni aterrizar cima escapotzalco zeneti francia donar máquina cobalto 60 contaminado trasero biblioteca equipo volver crecer pasto sidencia prueba historia simple rumor gustar dato perturbador historia historia paranormal síguemir,es,0,113
2022-09-19,#opinion,305600,verga susto 19 septiembre spoiler,es,0,5
2025-01-17,crítica_de,2268,insultar red social querer asesinar problema alguien matar mañana fácil matar persona fácil quitar él sentir obvio anzenomi matar vas pasar miedo muerte morir rario mirar miedo rabia morir terrible decir importar personaje mexicano único interpretar personaje mexicano alguien méxico único personaje mexicano salir mexicano nopal problema venir pasar,es,0,49
2024-12-15,lo_malo_de_uam,558800,mentira madre vida comero tomar cosa frío provocarar resfriar alcohol agua oxigenado utilizar herida suéter chamarra bota bufanda pongar ir piegar resfriar ajo desinflamar bronqueo té miel limón curar gripa disminuir tos poder seguir contagiar caminar descalzo gripa bojartir lluvia enfermar poder saltar bañarte frío rostro aire helado rostro trabir gargara vinagre aceite quitar infección garganta cocinar microonda cáncer donarte dedo frío quedar chueco ponerte cebollo pie tomar tú pecho aliviar resfriado fumada mentol destapar nariz finalmente sudar enfermedad mito créemir enfermedad salir sudor mentira fuistar planeado exceptuar caso caso querer mamá mamá poner suéter pón tómalo,es,0,97
2024-04-04,#opinion,139000,serio opción 8 pendeja neta proceso neta,es,0,7
2024-11-16,#opinion,14000,opinión controversial grey sanatomy recuerden opinar opinión pensar completamente perfecto dar él derek mark lexi merecer morir impopular honestamente contar personaje grey sanatomy realmente merec morir importar definitivamente impactant innecesario doloroso merecer morir tener vida impactar muerte súper improviso preguntar poder revivir revivirir respuesta lógico querer coincidir grey alex cristina sufrir jesucristo personaje favorito serie dar toque comedia sentir orgánico desafortunadamente poder sentir temporada alex irreverente valemadrista dar amigo encantar leal desarrollo personaje ver serie cristina sarcástico grosero directo amiga desear caber dar gracias dio hayas matado haber soportar arizona caudi merec historia feliz historia feliz haber feliz gustar pareja cosa pasar infidelidad subir cosa obviamente gustar intentar intentar dar él oportunidad simplemente funcionar dejar cosa arizona they could never make likar you caudi merecer época magic mahak mejor magic is the og original personalmente favorita aferrar desesperadamente temporada corto capítulo agua dedo grupo lograr complementar él forma increíble tener poquito personalidad convivir ayudar él mutuamente principio poder ver él crecer desarrollar él ámbito medicina derek cormac hice único químico meredith gray químico químico derek escribir hijo papá poder poner él zapato entender él doctor padre poder encontrar él perfectamente balance derek hombre entender meredith dar él necesitar haber encantar quedar junto haber desagradar efecto derek favorito maggie personaje innecesario ay wey decir maggie cosa ejemplo ejemplo sacar cabeza productor sacar manga intentar sustituir lexi gray and they could never jamás reemplazar lexi decir gusto encontrar gente maggie caer desesperado desesperar aportar absolutamente trama único aportar drama principio personaje haber existir haber absolutamente serie haber quedar chingato madre ay wey sincera primero temporada poder personaje caer gustar frío distante cristina wow pasar hombre misterioso gustar background historia personaje degradar notablemente conforme temporada avanzar burke amar entendido cristina separar él poder perseguir sueño atar él wey exactamente contrario huevo querer tener él salgo cristinar desear resumir persona recordar seguir yo acá contenido contesto opinión tipo lugar seguro etiquétanmar tipo video serie película veo pensar,es,0,323
2023-02-25,debate_de,406100,voz pareja ejemplo salir fiesta ajá noche trago boom engañar alguien x fiesta ok llegar besar estar hablar textear crear alguien güey totalmente fiesta influir factor decir diseñado lugar pase weh weh vera mundo guapo weh weh weh entender feo sentir gente pasar decisión consciente ah levantar preguntar sentir proceso poder detenertar tomar decisión güey noche tomar malo decisión ah pasar hicistar textir alguien ah impíelir noche venir madre relación pesar estar perdonarir infidelidad,es,0,74
2023-11-03,lo_malo_de_ipn,2349,arrepient poquito neta poder pasar conocer alguien escuela tanto hora libre entrar momento pasar perder chingador afortunadamente necesidad trabajo cuidar alguien poder desperdiciar tiempo ok teniar presión trabajar horario cosar exactir paso fiesta fiesta,es,0,34
2023-09-20,crítica_de,129100,pablo crítico seguro haber ver video abuelito pablo crítica criticarer portugués tomar cuidado preguntar joder pablo crítica creador contenido crítica cosa humor tener problema pronunciar palabra hablar ver trar mil veintidós video volver controversial maniar 35 mil seguidor 26 diciembre subir video afónico seguir subir video crítica mil vistas viral actualmente ciento mil seguidor cuenta nombre subir cover idea voz 31 agosto criticar amor criticarer amor ok haber subir tanto amor cool  volver viral crear cuenta pablo crítico crear meme,es,0,80
2024-07-18,crítica_de,72600,luminista criticar duramente tik toker grabar él cocinar novio influencia horror polémica simplemente subir tik toks mostrar cocinar manualidad tratar pareja suficiente desatar furia usuario dudar criticar él fuertemente comentario importante medio comunicación escribir extenso artículo tachar contenido absolutamente,es,0,39
2024-02-18,#reseña,1958,caber película netflix gustar contenido síguemir dale gustar comentar abajo parecer película thriller posapocalíptico concepto parecer interesante haber él desarrollar historia película desarrollar producir apagón eléctrico producir imposibilidad conciliar sueño extraño razón comprendo película ver efecto falta sueño población estrés agresividad alucinación cansancio extremo senda mantener tensión ascender trama protagonista película chica hijo hija pequeño posibilidad dormir debate película glau base experimental trayecto base tensión aventura especie survival película quedar corto definitiva película interesante monótona faltar profundidad trama película poder netflix llamar disomnia película interesante poder faltar,es,0,87
2023-08-03,lo_malo_de_mexico,124400,comida mexicano mala probar querer entender yarrita chiquenugu bro acabar oaxaca mexicano hermoso gastronomía mexicano mostrar comí visita llegar agarrar elotito chingo chile oaxaco famoso deliciosa nieve garrafa serio ir tratar probarla poder cenar mole negro riquísimo tortillita maíz bro vayos tién probar famoso chapulín obligatorio oaxaca tequito cabeza chingo salsa comí molecito rojo faltar comer típica tlayuda comida principal oaxaca consistir tortilla maíz tostado cubierto frijol negro tazajo carne seco enchilado chorizo queso tener poner él aguacate salso enchilós bro comida mexicano mundo patrimonio humanidad créeme vender unidos comes estar mero méxico,es,0,93
2024-10-02,lo_malo_de_uam,5792,bro específicamente trat ojo decir golpe golpe mujer insult grit verga aplicar juego juego forma estratégico tratarla específico trat jamás bro des flores digar bonito decir sear novia verga funciona verga excita mira mujer ego completamente inflado mundo simps tratar desafortunadamente simps haber 80 90% población masculino halago lluvia regalo likes bro crees decir él ay bonitar estás ay ojalá quieras salir tratar él llamándole escribir estar centrado feliz enojar huevada ayudar bro vídeo enseñar tratarla forma correcto recordar hermano necesitaste tuvistar resolver problema vida amor ayudarte garchar tenena rico gastar paso bro test valor mercado sexual serie pregunta ayudar percibir mujer burrito carga caballo salvaje hombre pensar alfa sácatar duda gratis ándate link perfil dejar email directamente ibambarca.com tratarla narcisista desconciderado confiable bro decir va sitio vas diz ir escribir escribir promesa rara cumpl hablar actúas indiferencia tomar pelo problemita burla bro ay empático enojar enoje tener enogir emoción fuerte bro mujer único sentir mundo tanto dopamina serotonín tanto estimulación único sentir emoción fuerte poder hacer él sentir euforio mujer hacer él sentir emoción negativo tratar fácil enigma rodeado niebla saber estar saber va impredecible típico besa garcha semana andar hacer pregunta responda responda directamente pregunta mujer pasar shit tests tratarla excita hacer sentar nerviosa presencia seguro mujer sentir completamente seguro estar friend zone bro querer aprender tema denso enseñar borrar canal olvidser suscribirte mails diario gratuito directamente ibambarca.com comparte suscríbete tic-toc instagram poder adquirir recurso gratuito curso,es,0,239
2024-11-01,lo_bueno_de_ipn,23200,sime obviamente resolver transformada plaza miedo mujer sime obviamente va viernes clase sime obviamente vivir pasto próximo clase hora sime dejar tapar baño ay ensalada traer gusano sime obviamente venir zacatenko especialidad sime obviamente alcólico mamis wey acabir jurar villa cabrón,es,0,41
2023-07-06,#reseña,321700,venir serie ver temporada pase verga leyenda vox machín invencible game of thrón estar hijo vox machín grupo mercenario diverso antecedente andar mediovalendo vergo dinero cosa cambiar rey ofrecer recompensa cualquiera derrotar bestia misterioso andar desaparecer gente reino aterrorizado bola borracho vox machín aceptar misión descubrir bestia cuestión dragón sobrevivir encuentro tentado escapar ver estrago dragón causar pueblo decidir hacer él frente aventura acabar narrar punta punta punta liceberg historia verga recomendar serie hablé película don joes and dragons serie escrito campaña real juego rasgo funcionar don joes and dragons jugador plantear situación puro imaginación decidir enfrentar él querer salir come estrategia chiste videojuego estar limitado permitir control acá límite ocurrir suceder caso bola clavado arvar campaña juego actor doblaje voz elien tovo pasar campaña escribir guión vox machín falta jugar año san troago disfrutar serie poner contexto juego mamar serie alguien jugar estructura clásico historia aventura morir personaje jurabas ir perro pisar ladrón giro viaje personaje personaje alguien jugar ser complejo convicio convirtud personaje servicio trama sentir vivo decir dragón abarca episodio aventura vampiro hechicera atrapado pueblo protagonista temporada lídia invasión dragón descagar reino entero cosa minuto poder parar terminar perro episodio insistir juego doño san dragón ver escena escena acción rompecabeza ver decisión tomar jugador mano mágico evitar vargar bergir ácido aguantar lanzar destapar coladera tratar matar dragón metar cu cabrón serie impredecible game of thronser tiempo animación sangriento chistoso invencible urge temporada gustar historia aventura medieval serie mamar joya,es,0,242
2023-08-09,lo_malo_de_mexico,571000,yaritza volver méxico,es,0,3
2024-11-21,lo_malo_de_ipn,15700,vas examen nivel superior escuela único deberiar obvio boca 3 escuela ciencia físico-mathemática municipio catepec méxico nivel superior cuestir matemática recordar poli ponga ir vida querer sentir valiente cecit 9 juan dios batís ubicado prácticamente casco santo tomás salir metropopo tla cecit 9 juan dios batís físico-mathemática máximo nivel académico nivel superior va referente ingenieer similar escuela tener fuerza necesario decir mejor ex alumno soportar estilo neutrón escuela vas examen politécnico escuela terror inscripción curso preparación abierto falta pasar grupo grupo b pasar oferta curso intensivo grupo c abierto cerrar 30 noviembre quier informe perfil dej enlace poder clic dar información,es,0,101
2024-10-22,lo_malo_de_ipn,78300,politécnico examen admisión desaparición comipemps gobierno claudio asemon desaparecer examen comipemps ir escuela quedar cerca casa politécnico pertenecer secretaría educación público aclarar hacer examen cep haber tipo examen asignarir escuela cercanía alumno problema plantear editorial icnu gente preguntar politécnico examen politécnico pertenecer secretaría educación público politécnico hacer examen,es,0,48
2022-02-16,lo_malo_de_mexico,5275,ciudad peligroso méxico décimo lugar culiacán sinaloa noveno lugar capulco guerrero octavo lugar zacateca séptimo lugar uruapir michoacán sexto lugar ensenado baja californio quinto lugar irapuato guanajuato cuarto lugar ciudad obregón sonora tercer lugar ciudad juárez chihuahua lugar tijuán baja californio ciudad fronterizo unidos lugar guanajuato,es,0,46
2022-06-23,debate_de,57100,importante aclarar aborto solución aborto problema asesinar humano inocente vientre madre solución problema suceder gobierno lavar mano solución mujer embarazo deber gobierno ideal dar solución mujer embarazo deer crear centro recir mujer justamente entorno familiar sacar mujer hija arondir embarazo entrar acoger mujer dar él alternativa asesinar hijo alternativa real,es,0,50
2025-01-12,#reseña,12600,perro librazo 2024 duda hermana daisy johnson dio historiar título historia hermana julio septiembre adolescencia cosa terrible escuela reenquilibro mamá subir salcocha atrás dirigir él palabra hija momento fúrico desconcertado triste sacadísima onda insensata chamaca venir atrás cagar él risa ver paisaje hacer él broma decir ciertamente emocionado lugar escuela boolear venir venganza venganza orquestrado hermana venganza suceder cancha tenis escuela cosa grave hermana echar pueblo hermana mayor tocar hermana chiquito jole arder troya importar costar pagar consecuencia papás primicia horrible pasar escuela huir casa prestar casa papá chamaca llegar mundo mamá llego portazo encerrar cuarto volverla andar juan casa andar pintar andar ver quedar dormir andar ver crecer flor desefadada cotellidianidad tener pueblo casa caer vieja empezar relación tóxico hermana victimaria hermana menor relación cruel relación abusivo hermana sumamente violento ocupar hermana someter hermana menor hermana menor único agradar él hermana amiga hermana chiquito hermana decir cosa empezar pinche spookies empieza notar raro cuadrar presente hermana mamá vivir alejado exiliadas meter vida nacer conocer papás junto casa llegar conocer casa mamá menor razón venir venir mitad libro huel vas perfectamente autora confiar lector descubrir él decir saber raro saber decir historia autora página dudar lectora diz cuadrar autora ay pinche viejo extraordinario piens estar loca alguien adentro pensar loca wey obra magistral sumamente entretenido definitivamente turn pager vas voltear página poder parar leer thriller capítulo específico libro mejor capítulo leer vida decir empezar pasar entiend absolutamente leístar sentido diz poder cerrar libro acercar momento súper luminoso momento bonito mamá hija cosa poder poile perro librazo decir lean capítulo coincidir 10 redond historia historia centra hermana chocar enfrentar futuro futuro gustar futuro aceptar quedar plano plano secuencia adentro libro seguir insistir maldito maravilla gracias autora confiar 10 20 40 50 estrella dar libro maravilloso entrañable relación hermana relación hermana tortuós dificultoso hermana violento hermana pase pasar hermana hagan hacer sacar cara hermana momento caer 20 hermana chico basta querer mejor lectura 20 25 favor ir hermana venir platicar cita favorito cerrar año casa ventana abierto puerta cerrar,es,0,337
2024-05-15,debate_de,55100,maderito ay palé partido gusto conocer quier monterrey realmente aprovechastar gente cara menso llegaste oir momento vésame mundo acabar dime costar kilo tortilla frijol kilo tortilla fluctúa meta $ 7 pesos billete papá billete ah becha polín cosa colosio cuadro ciudad caos vial mariana admirar admirar él entonar canto malo adrián admirar momento,es,0,53
2023-06-09,lo_malo_de_ipn,225500,fumar marihuán recomendación hagar consumo excesivo cannabinoid ver relacionado cáncer testicular gustar cáncer testicular consumo excesivo vincular cáncer testicular cáncer testicular agresivo etapa tardío poder perder vida persona consumir excesivamente marihuán ten cuidado pasar información utilidad compartir vídeo síganmir red agendar cita perfil,es,0,43
2023-04-24,#reseña,116200,savage land película ingeniero terror falso documental año 2015 noche 2 junio 2011 pequeño poblado sangre cristo arizona convertir escenario masacr mascurez ocurrido fecha único sobreviviente francisco salazar trabajador inmigrante transformar inmediatamente principal sospechoso tannatro crimen serie fotografía tomado salazar noche evento testimonio elemento revelar investigación crimen descubrir ocurrido sangre cristo tinte sobrenatural macabro crítica mayoritaramente positivo savage land película conocido aficionado cine terror imocumentari falso documental cinta mantener ritmo minuto lograr volver espectador ambiente tensión misterio película crítica social tema delicado inmigración ilegal referencia obviar situación ocurrido francisco salazar poblado cercano sangre cristo llamar lugar savage land tierra salvaj cantidad inmigrante ilegal atravesar lugar necesidad recurrir escena gráfico grotesco dejar implícito claro ocurrido habitante sangre cristo savage land convertir película respiro género falso documental obligado amante cine terror,es,0,129
2024-06-28,lo_malo_de_iphone,165,5 7 venir muerte virus infectado,es,0,6
2024-08-08,lo_malo_de_uam,109200,oir güey camino callado güey entender platicar tranquilo pura tontería poner pensar controlado gobierno güey mirar ejemplo güey fíjate güey fijar tú esconder gobierno número infinito contar dar él guachate pedo güey cosa vayas dañado cerebro güey tanto cosa medicina fíjate dormir yo dormido ah fíjate güey pregunta respuesta cosa gobierno descubrir mentira mentira fíjate ponte ponte pensar analizar güey pera sonar guachate güey inventar reloj saber hora güey ah guachatir güey guachate loca mente güey don omar viejo don omar don don omar güey cosa entender güey,es,0,88
2024-05-19,debate_de,1000000,gobernar honestidad honesta serer 2 junio méxico elegir mujer presidento querer presidenta méxico construir patriarcado próspero vas presidenta delincuente bandera tirar basura rodar yo hijo gracias candidato candidato jorge maynez finalmente querer malga méxico pedir confesar país cambiar querer presidente mandarte chingar madre lenguaje seña udre chingar madre candidato maynez,es,0,50
2023-04-24,#opinion,3736,decir volver loco perfil reclutar tiempo terminar harto perfil pasar chistoso llava par mes pagar ahorita inflado sueldo decir inflado empresa querer pagar desarrollador gar sueldo 100 mil peso fácil soltar ahorito querer soltar 60,es,0,35
2024-07-07,lo_malo_de_mexico,355300,malo jefe méxico tomar pedir permiso jefa tipo trabajo requerir pedir permiso semana horario laboral crees metar vida privado querer libre jefa privacidad salgo avisar regresar chancla tipo explotación laboral jefe chancletazo esperar casa pensastar denuncia gobierno casa bájalir escuchar tipo trabajo vigilir casa jefa,es,0,45
2023-07-01,crítica_de,455000,gente vacilar salir salir peseceresita disco tamarindar necesitar poquito confienzar gente criticar gente criticar,es,0,14
2022-12-09,#opinion,168000,américa latino brasil país históricamente historia reciente malo dirigente situación económico precario país potencial poder hablar colombia venezuela argentino pensar ecuador riquísir bramas variedad ejemplo caso ecuador pequeño variedad tremendo país democracia desigualdad injusticia social fácil prendar populismo clasismo ver país dar bandazo efectivamente rico infinitamente rico unidos permitir existierar regimén decir estable cambiar situación latinoaméricar dominancia país dominancia real hablar méxico méxico estar organizado dirigido 20 año poder país importante mundo,es,0,72
2023-04-13,#reseña,574300,estudio premiado oscar acabar sacar serie pase verga serie hablar beef relato salvaje paroasitar haber hijo criado 824 decir serie historia amy dani persona detalle harto vida amy empresario levantar negocio millonario consumir completo ver hija esposo hijo artista japonés crecer dinero entender estrés vivir amy pedo lidiar dani bronca dinero papás perder negocio trato suz primo acabar salir cárcel hermano rober pendejo entender estrés vivir dani pedo lidiar salir home pot amy dani encuentro molesto coche harto lideir mamada mentar madre encabronar empezar perseguir cosa convertir incidente ro él ridge terminar mierda jardín vecino buscar venganza dani rastrea amy meter casa mea lado amy venganza básicamente ver historia persona harto encontrar razón vivir odio sentir proyecto venganza pretender ejecutar tomar libertad contar pasar episodio probadita pasar historia serie diseñado salir episodio semana serie hecho maratoner madrazo adictivo volátil querer venganza real nivel calidad manejar serie producir 824 estudio fundar 10 año tiempo comer él hollywood solito año estudio premiado oscar historia ganar categoría importante noche estándar calidad poner mundo cine mantener intacto mundo televisión serie recordar relato salvaje asunto odio cotidiano salir control escala consecuencia corto carretera empezar bronca insignificante terminar muerte hacer serie 10 episodio recordar leve parásito asunto diferencia clase manejado inteligentemente parodia frustración humano acentuan dinero stevir yoon saber actor acá corroboro ali wong saber comediante genuinamente cagado actriz sácatir carajo terminar nominado emi año apostar serie brutal echar mezcla cosa difícil guión precisión cirujano actuación pinche visceral situación dibujar guión senredo perfecto común evento intrascendente capítulo adquirir fuerza choca trama personaje avanzar venganza volver chocar cosa pareciar insignificante significar sinfonía evento precisión milimétrico relojero suizo serie sentir fría mecánico actor claramente jugar tripa trabajo lengo serie celebrar criticar ira emoción básico sentir persona permitir actor jugar ira felicidad enojo realmente conocer personaje secundario colorido encantador gente indeseable carajo cosa curioso título beef significar carne r inglés significar bronco título poner español conflicto venir desamor bronco pasar estacionamiento home depot connotación carne palabra factor crudo visceral serie belleza principio tony forb joya absoluto,es,0,337
2024-07-03,lo_malo_de_ipn,40,lgbt protector ؘerte ex trabajo producto scandal administradors grupo funcionario bien nutrido número investigador académico trabajador institución sustraer calamidad gobierno 4 t. tema administrativo acusar director área poli javier tapia ordenar topar compra asignación directo 770 mil peso enero año fecha funcionario rebasar límite otorgar contrato 1767 millón pesos adjudicación directa puente compranet revelar año secretaría administración cargo tapia otorgar 6132 adjudicación directo 68 superar monto máximo auto impuesto poli representar 803658 mil peso periodo 2023 portal transparencia compranet afirmar ipn presentar adjudicación directo 53.23% compra representar 1787 millón pesos unidad nacional asociación ingeniero organización acreditado convención marco nación unidas cambio climático dirigir eduardo sánchez enviar carta presidente andrés manuel lópez obrador pedir actual director politécnico nacional separar cargo reubicar área eficiente lugar nombrar director interino crítica reyes perder control gobierno politécnico vivir peor crisis corrupción gobernabilidad quinto transformación,es,0,139
2024-11-13,#opinion,64700,hipergamia importar casado soltera sufrir hipergamia lealtad mujer sentimiento emoción sacrificio hagar ser tipo sacrificar donar riñón distir pulmón respirar alto probabilidad abandonar hombre sentar advierto hombre entregar necesario impresionar mantener mujer hipergamia real sentir atracción cumplir ideal hombre hayas significar pensar elon musk jeff bezos bill gates evitar mujer dejar pensar poder mantener mujer ir él recurso podría comprar lealtad salir hipergamia famoso millonario realidad llamado resignación reflexión prioriz mujer priorizar visión apreciar crecimiento pareja estar forma genuín tener da querer libro ingresar link perfil descárgalo,es,0,87
2024-01-24,lo_malo_de_mexico,22900,méxico peligroso méxico obviamente cosa peligroso lugar peligroso mundo ganar fama serie salir plataforma streaming documental cosa gente pensar pensar méxico país correcto mil cosa méxico inseguridad gastronomía turismo lugar negar problema inseguridad totalmente gracias dio 21 año vivir méxico,es,0,40
2025-01-11,#opinion,74700,malparía feo asqueroso comar sida perra hija puta cistiná andar decir huesco supuestamente comer cistiná hija puta salir comía pequeño hijo puta mirar espejo comar sida,es,0,26
2023-06-18,lo_malo_de_mexico,23800,estafa ciudad méxico nombre llamar torre latinoamericano haber cabeza déjamir decir empezar lograr decir ver poquito seguir él llenísimo gente pequeño sucio quisierar poquito allá costar 10 pesos dinocular estafa contar presión escalera caracol pequeño sub baja persona caber obviamente supe incomodo llegar abajo encontrar intento cafetería súper sucio llenísimo gente aire condicionado rostizar literalmente feo asunto mobiliario decadente contar siquiera seguridad muchísimo zona escapacitado,es,0,65
2024-04-04,debate_de,685600,duro aguado wey depender coma prefier wey preferir wey mandar receta wey prefier duro wey duro duro doler sentir desgarrar amor mam depender tipo duro estar referir preferir aguado neta raspir duro punto duro guapo sal putazo olímpica salir putazo sucio ir puta infinito cagar aguada caga salchichita salchipulpo wey cabrón ir limpiar diz wey limpiar yo cabrón empezar limpiar guapi guapi decir guapi ensuciar salir delgadito guáguaro estar poquito cagar frecuento ir tener comer difícil,es,0,76
2023-10-08,debate_de,3075,indemisación afuero licencia afuero guinaldo afuerar socialista saber economía ser socialista caso miriam poder favor edar 10 segundo robar reducir jornada laboral generar puesto trabajo maravilloso llevar hora empleo modificar ley gravedad decreto acá llegaste dejar faltar él respeto mujer allá pensar distinto derecho opinar distinto vo mostrar rasgo autoritario,es,0,50
2024-12-10,crítica_de,1400000,año catalogar clasista comentario cero seguidor pensar mundo deber privilegio hablar procrear formar vida formar íntegramente humano rasgo ver gustar vídeo completo rasgo mencionar padre familia tener estabilidad emocional dirigir conducir vida humano estabilidad emocional pareja hijo hija ver discusión ver maltrato ver grito ver violencia repercutir emocional eventualmente perjudicar desarrollo social estabilidad económico llevser disney posibilidad niño vida digno vida trabajar comer vídeo comentario clasista gente empezar comer cuento decir vídeo fomentado periodista nulo credibilidad nula ético nulo trayectoria impulsado influencer cuarto casa conocer tomado dudo geni léxico popular presumar hacktar autoridad moral superior contradecir salir red social presumen sobornar policía tipo gente incendiario hablar hablar contar tipo gente llamar clasista doctorado maestría ciencia social necesitar letrar entender padre familia tener adoptar responsabilidad padre familia derecho vida conceder derecho procrear deberíamos conciencia apelo derecho padre familia adopto responsabilidad responsabilidad padre familia situación hostil allá afuerar arquitecto depender sistema cado sistema realmente situación cognitiva situación estrés condicionar persona actuar realmente red social aplaudido festegado persona salir discurso popular querer empatizar lexico completamente vulgar festejar pueblo consigna querer decir él pueblo ver problema tranquilito granja seguir voltear lado problema buscar culpable empiecser acusgar clasista hablar 29 año parecer 29 año aparecer imagen estar ver 14 año hablar ganarte 100 pesos jornada laboral 14 hora subir transporte público ruta ciudad sufrir padecer burla sufrir padecer tener diferencia echer culpa sistema echer culpa gobierno poner buscar culpable voltear culpable situación carron sistema difícilmente poder injerencia cambiar él entendam tú él condición regla juego aplicar trabajar comer tirar maca sacar estadística aportar real aportar mirar realmente condición juego jugar salir caer peso gastar pendejada querer vas morirte estar discurso lógicamente plausible lógicamente adoptar abrazar masa discurso populachero red social único buscar gente quedar quedar aplaudir perfil vas encontrar perfil generalmente hablar construcción generalmente arquitectura generalmente hablar diseño utilacer generación ver joven ver niño aportarl experiencia vivir experiencia repetir ver recomeir experiencia campo experiencia libro librito estadística hermano acá aplicar entender vivo entender escritorio separ tocar trabajar persona tantito contratar él percepción social desigujir completamente seguir decir sostener mundo deber derecho padre familia mundo capacitado educar niño indistintamente dinero gente dinero pendejo educar indistintamente dinero mundo deber derecho vida derecho invitar responsabilicir adoptar responsabilidad obligar responsabilizar él frente cámara gente situación culpable culpable realidad culpa sistema culpa gobierno nacer pobre culpa culpa responsabilidad cambiar realidad responsabilidad responsabilidad poner él trabajar gustar seguir decir esperar opinión cambiar opinión políticamente correcto pretender quedar buscar aspirar puesto político gobernamental gustar decir invitar canal aplaudir fomentar mirar problema mira mira mijo tomese cerveza hombre hombre cerveza hayas allá allá allá recibir opinión cambiar esperar querer seguir llamar clasista querer seguir llamar vender humo bienvenido gracia,es,0,446
2023-08-19,lo_malo_de_uam,671400,onda weyes pegar quechir diablo mira wey cabeza flotar ay ay ay manch echastar completo wey preocupar manchado preocupar wey pasar agua quedar él dormido quedar viaje oir wey haber escuchar hablar hombre sombra voltés atrás wey manch manch mueir mueir enojar ahoritir decir nagual eh convertir guajolote espantar espantar oir wey ver eh eh ver echastar hora ah wey venir fuerte hora wey minuto mirar wey chanque manchar oigan rodriguir rodriguir wey ir ah espantar rodrigo andir rodrigo andir oír molestar poner rolo wey chido música clásico bajar wey quedastar quedastar quedastar mamá casa wey chido chido chanz pasar ah mañana trabajar trabajabar bajar wey imagínate antidoping mañana correr wey esperar,es,0,112
2024-03-12,crítica_de,127600,influencer torombolo peluca marián grimaldi criticar promocionar clave she-momb red social orgánico justo vendido partido verde influencers dejen dar vender él descaradamente descarado excelente logo o4 t materia ecológico duda voto llámame apostar,es,0,33
2024-10-21,#opinion,57100,estar poner resístol cara resístol oler horrible sabía producto pirata efectivamente oler resístol vean producto original textura completamente vean empaque totalmente producto original original sutil sutil sutil diferencia ejemplo cosita pump metal producto pirata prácticamente original ver color fosforesente totalmente producto original déjenmar comentario,es,0,44
